# awk -F: '{printf("%s:%s\n",$1,$2)}' ~/Downloads/ascl2.txt |awk '{if(NF==2) print $0; else printf("# %s\n",$0)}'  > asclKeywords.txt
# see also https://ascl.net/code/utility/ascl2 (need to be adm)
# ASCL ID	Title:
ascl:9903.001	LENSKY
ascl:1807.006	pyqz
ascl:1807.007	HII-CHI-mistry
ascl:1807.008	HII-CHI-mistry_UV
ascl:1807.009	HELIOS
ascl:1807.010	THOR
ascl:1807.011	nfield
ascl:1807.012	AngPow
ascl:1807.013	CLASSgal
ascl:1807.014	SPEGID
ascl:1807.015	CAESAR
ascl:1807.016	MIDLL
ascl:1807.017	ZBARYCORR
ascl:1807.018	BARYCORR
ascl:1807.019	GLS
ascl:1807.020	wdmerger
ascl:1807.021	POWER
ascl:1807.022	PUMA
ascl:1807.023	DAMOCLES
ascl:1807.024	TBI
ascl:1807.025	NRPy+
ascl:1807.026	SENR
ascl:1807.027	kplr
ascl:1807.028	ktransit
ascl:1807.029	EVEREST
ascl:1807.030	ASP
ascl:1807.031	xGDS
ascl:1807.032	SSMM
ascl:1807.033	LSC
ascl:1808.001	Barycorrpy
ascl:1808.002	rsigma
ascl:1808.003	CPF
ascl:1808.004	ImPlaneIA
ascl:1808.005	hfof
ascl:1808.006	Fips
ascl:1808.007	2DSF
ascl:1808.008	PyMieDap
ascl:1808.009	py-sdm
ascl:1808.010	hi_class
ascl:1808.011	Robbie
ascl:1809.001	LEMON
ascl:1809.002	PCCDPACK
ascl:1809.003	PASTA
ascl:1809.004	VBBINARYLENSING
ascl:1809.005	perfectns
ascl:1809.006	spops
ascl:1809.007	surfinBH
ascl:1809.008	PyQSOFit
ascl:1809.009	NEBULA
ascl:1809.010	Isca
ascl:1809.011	qp
ascl:1809.012	nestcheck
ascl:1809.013	dynesty
ascl:1809.014	stepped_luneburg
ascl:1809.015	MrMoose
ascl:1809.016	RequiSim
ascl:1810.001	galfast
ascl:1810.002	Barcode
ascl:1810.003	JETGET
ascl:1810.004	VaeX
ascl:1810.005	STARRY
ascl:1810.006	Echelle++
ascl:1810.007	ARTES
ascl:1810.008	pycraf
ascl:1810.009	PyUltraLight
ascl:1810.010	ODTBX
ascl:1810.011	Eclairs
ascl:1810.012	GiRaFFE
ascl:1810.013	catsHTM
ascl:1810.014	STiC
ascl:1810.015	cuFFS
ascl:1810.016	XCLASS
ascl:1810.017	SOPHISM
ascl:1810.018	APPLawD
ascl:1810.019	MIEX
ascl:1810.020	DDS
ascl:1810.021	Firefly
ascl:1811.001	synphot
ascl:1811.002	DRAGONS
ascl:1811.003	binaryBHexp
ascl:1811.004	SEP
ascl:1811.005	Shark
ascl:1811.006	QuickSip
ascl:1811.007	Flame
ascl:1811.008	Pylians
ascl:1811.009	RLOS
ascl:1811.010	MillCgs
ascl:1811.011	SIM5
ascl:1811.012	muLAn
ascl:1811.013	DiskSim
ascl:1811.014	pygad
ascl:1811.015	radon
ascl:1811.016	VoigtFit
ascl:1811.017	Vplanet
ascl:1811.018	gdr2_completeness
ascl:1811.019	PENTACLE
ascl:1811.020	PulsarHunter
ascl:1812.001	WISP
ascl:1812.002	GLADIS
ascl:1812.003	PFANT
ascl:1812.004	aesop
ascl:1812.005	SPAMCART
ascl:1812.006	Fermipy
ascl:1812.007	ExoGAN
ascl:1812.008	easyaccess
ascl:1812.009	galclassify
ascl:1812.010	PynPoint 0.6.0
ascl:1812.011	GRAND-HOD
ascl:1812.012	distlink
ascl:1812.013	Lightkurve
ascl:1812.014	GENGA
ascl:1812.015	AUTOSPEC
ascl:1812.016	Juliet
ascl:1812.017	psrqpy
ascl:1812.018	OctApps
ascl:1901.001	cFE
ascl:1901.002	OCFit
ascl:1901.003	CCL
ascl:1901.004	unwise_psf
ascl:1901.005	Galaxia_wrap
ascl:1901.006	ssos
ascl:1901.007	Photon
ascl:1901.008	SEDobs
ascl:1901.009	bettermoments
ascl:1901.010	eddy
ascl:1901.011	Bilby
ascl:1901.012	stellarWakes
ascl:1902.001	SNTD
ascl:1902.002	LPNN
ascl:1902.003	PyMF
ascl:1902.004	GraviDy
ascl:1902.005	LiveData
ascl:1902.006	RPFITS
ascl:1902.007	PINT
ascl:1902.008	Radynversion
ascl:1902.009	ExPRES
ascl:1902.010	dyPolyChord
ascl:1902.011	SpecViz
ascl:1902.012	Specutils
ascl:1903.001	BEAGLE
ascl:1903.002	SIXTE
ascl:1903.003	allesfitter
ascl:1903.004	brutifus
ascl:1903.005	Galmag
ascl:1903.006	SimSpin
ascl:1903.007	ICSF
ascl:1903.008	NIFTy5
ascl:1903.009	PRF
ascl:1903.010	GalIMF
ascl:1903.011	AsPy
ascl:1903.012	DAVE
ascl:1903.013	NFWdist
ascl:1903.014	PLATON
ascl:1903.015	SPICE
ascl:1903.016	SpiceyPy
ascl:1903.017	HelioPy
ascl:1904.001	sxrbg
ascl:1904.002	GALAXY
ascl:1904.003	CGS
ascl:1904.004	ehtim
ascl:1904.005	SMILI
ascl:1904.006	CDAWeb
ascl:1904.007	AutoBayes
ascl:1904.008	repack
ascl:1904.009	deproject
ascl:1904.010	CLEAR
ascl:1904.011	FortesFit
ascl:1904.012	CausticFrog
ascl:1904.013	EightBitTransit
ascl:1904.014	rate
ascl:1904.015	SBGAT
ascl:1904.016	simuTrans
ascl:1904.017	dfitspy
ascl:1904.018	Specstack
ascl:1904.019	Vevacious
ascl:1904.020	SARAH
ascl:1904.021	TP2VIS
ascl:1904.022	eleanor
ascl:1904.023	digest2
ascl:1904.024	OoT
ascl:1904.025	Properimage
ascl:1904.026	pyRSD
ascl:1904.027	nbodykit
ascl:1904.028	covdisc
ascl:1904.029	JVarStar
ascl:1904.030	nudec_BSM
ascl:1905.001	Grizli
ascl:1905.002	Py4CAtS
ascl:1905.003	evolstate
ascl:1905.004	Binospec
ascl:1905.005	MMIRS-DRP
ascl:1905.006	beamModelTester
ascl:1905.007	Astrocut
ascl:1905.008	Q3C
ascl:1905.009	HAOS-DIPER
ascl:1905.010	FastPM
ascl:1905.011	Fermitools
ascl:1905.012	Fitsverify
ascl:1905.013	SPARK
ascl:1905.014	Bandmerge
ascl:1905.015	rPICARD
ascl:1905.016	LensCNN
ascl:1905.017	LensQuEst
ascl:1905.018	THALASSA
ascl:1905.019	PICASO
ascl:1905.020	NAPLES
ascl:1905.021	ODEPACK
ascl:1905.022	ClusterPyXT
ascl:1905.023	CASI-2D
ascl:1905.024	SICON
ascl:1905.025	Prospector
ascl:1905.026	SEDPY
ascl:1905.027	PyPDR
ascl:1906.001	Astroalign
ascl:1906.002	Blimpy
ascl:1906.003	FREDDA
ascl:1906.004	Exo-Striker
ascl:1906.005	Kalman
ascl:1906.006	turboSETI
ascl:1906.007	limb-darkening
ascl:1906.008	T-RECS
ascl:1906.009	PyMORESANE
ascl:1906.010	PyA
ascl:1906.011	Lizard
ascl:1906.012	Morpheus
ascl:1906.013	MORPHEUS
ascl:1906.014	GPUVMEM
ascl:1906.015	OIT
ascl:1906.016	PandExo
ascl:1906.017	mcfit
ascl:1906.018	MEGAlib
ascl:1906.019	PlasmaPy
ascl:1906.020	LIZARD
ascl:1906.021	centerRadon
ascl:1906.022	pyLIMA
ascl:1907.001	schwimmbad
ascl:1907.002	healvis
ascl:1907.003	pyuvdata
ascl:1907.004	pyGTC
ascl:1907.005	SARA-PPD
ascl:1907.006	POCS
ascl:1907.007	SPAM
ascl:1907.008	Dewarp
ascl:1907.009	Plonk
ascl:1907.010	OMNICAL
ascl:1907.011	beamconv
ascl:1907.012	molly
ascl:1907.013	RVSpecFit
ascl:1907.014	sbpy
ascl:1907.015	TurbuStat
ascl:1907.016	astrodendro
ascl:1907.017	ZChecker
ascl:1907.018	StePar
ascl:1907.019	GaussPy
ascl:1907.020	GaussPy+
ascl:1907.021	PRISM
ascl:1907.022	CMDPT
ascl:1907.023	REVOLVER
ascl:1907.024	Skyfield
ascl:1907.025	GIST
ascl:1907.026	MCRGNet
ascl:1907.027	intensitypower
ascl:1907.028	ROHSA
ascl:1907.029	XDF-GAN
ascl:1907.030	Wōtan
ascl:1907.031	MGB
ascl:1907.032	Astro-SCRAPPY
ascl:1908.001	QAC
ascl:1908.002	Molsoft
ascl:1908.003	ActSNClass
ascl:1908.004	Gramsci
ascl:1908.005	dips
ascl:1908.006	GBKFIT
ascl:1908.007	MosfireDRP
ascl:1908.008	TRISTAN-MP
ascl:1908.009	PyRADS
ascl:1908.010	SNAPDRAGONS
ascl:1908.011	NuRadioMC
ascl:1908.012	oscode
ascl:1908.013	BEAST
ascl:1908.014	Vlasiator
ascl:1908.015	Analysator
ascl:1908.016	DustCharge
ascl:1908.017	JPLephem
ascl:1908.018	EBAI
ascl:1908.019	MAESTROeX
ascl:1908.020	QLF
ascl:1908.021	bias_emulator
ascl:1908.022	YMW16
# ascl:1908.023	FIRST Classifier
ascl:1908.024	PYSAT
ascl:1908.025	FastCSWT
ascl:1909.001	Auto-multithresh
ascl:1909.002	MultiColorFits
ascl:1909.003	SecularMultiple
ascl:1909.004	TPI
ascl:1909.005	HADES
ascl:1909.006	ChempyMulti
ascl:1909.007	EBHLIGHT
ascl:1909.008	RascalC
ascl:1909.009	CLOVER
ascl:1909.010	AREPO
ascl:1909.011	WVTICs
ascl:1909.012	HISS
ascl:1909.013	EPOS
ascl:1909.014	fgivenx
ascl:1910.001	PINK
ascl:1910.002	PreProFit
ascl:1910.003	a3cosmos-gas-evolution
ascl:1910.004	DM_phase
ascl:1910.005	exoplanet
ascl:1910.006	EMERGE
ascl:1910.007	TLS
ascl:1910.008	ECLIPS3D
ascl:1910.009	orbitize
ascl:1910.010	PEXO
ascl:1910.011	LEO-Py
ascl:1910.012	AOTOOLS
ascl:1910.013	E0102-VR
ascl:1910.014	ANNz2
ascl:1910.015	MarsLux
ascl:1910.016	MiSTree
ascl:1910.017	ChainConsumer
ascl:1910.018	GetDist
ascl:1910.019	Cobaya
ascl:1910.020	OCD
ascl:1910.021	AOtools
ascl:1910.022	qnm
ascl:1911.001	PLAN
ascl:1911.002	uvplot
ascl:1911.003	OpenSPH
ascl:1911.004	PypeIt
ascl:1911.005	MARTINI
ascl:1911.006	ATHOS
ascl:1911.007	planetplanet
ascl:1911.008	HeatingRate
ascl:1911.009	frbpoppy
ascl:1911.010	Fruitbat
ascl:1911.011	IDG
ascl:1911.012	Zeltron
ascl:1911.013	ATLAS
ascl:1911.014	MORDI
ascl:1911.015	LATTICEEASY
ascl:1911.016	CLUSTEREASY
ascl:1911.017	HLattice
ascl:1911.018	WhereWolf
ascl:1911.019	OrbWeaver
ascl:1911.020	VELOCIraptor-STF
ascl:1911.021	TreeFrog
ascl:1911.022	FFTLog-and-beyond
ascl:1911.023	miluphcuda
ascl:1911.024	comb
ascl:1912.001	Polyspectrum
ascl:1912.002	casacore
ascl:1912.003	ASKAPsoft
ascl:1912.004	DALiuGE: Data Activated Liu Graph Engine
ascl:1912.005	Athena++: Radiation GR magnetohydrodynamics code
ascl:1912.006	HSIM: HARMONI simulation pipeline
ascl:1912.007	anesthetic: Nested sampling visualization
ascl:1912.008	PopSyCLE: Population Synthesis for Compact object Lensing Events
ascl:1912.009	FORSTAND: Flexible ORbit Superposition Toolbox for ANalyzing Dynamical models
ascl:1912.010	AstroAccelerate: Accelerated software package for processing time-domain radio astronomy data
ascl:1912.011	QSOSIM: Simulated Quasar Spectrum Generator
ascl:1912.012	GAME: GAlaxy Machine learning for Emission lines
ascl:1912.013	GriSPy: Fixed-radius nearest neighbors grid search in Python
ascl:1912.014	HARMPI: 3D massively parallel general relativictic MHD code
ascl:1912.015	ENTERPRISE: Enhanced Numerical Toolbox Enabling a Robust PulsaR Inference SuitE
ascl:1912.016	GWpy: Python package for studying data from gravitational-wave detectors
ascl:1912.017	PTMCMCSampler: Parallel tempering MCMC sampler package written in Python
ascl:1912.018	Tangos: Framework and web interface for database-driven analysis of numerical structure formation simulations
ascl:1912.019	STACKER: Stack sources in interferometric data
ascl:1912.020	MRExo: Non-parametric mass-radius relationship for exoplanets
ascl:2001.001	Min-CaLM: Mineral compositional analysis on debris disk spectra
ascl:2001.002	TRANSPHERE: 1-D spherical continuum radiative transfer
ascl:2001.003	sf3dmodels: Star-forming regions 3D modelling package
ascl:2001.004	FragMent: Fragmentation techniques for studying filaments
ascl:2001.005	FAKEOBS: Model visibilities generator
ascl:2001.006	Protostellar Evolution: Stellar evolution simulator
ascl:2001.007	BTS: Behind The Spectrum
ascl:2001.008	DebrisDiskFM: Debris Disk Forward Modeling
ascl:2001.009	ORCS: Analysis engine for SITELLE spectral cubes
ascl:2001.010	CosMOPED: Compressed Planck likelihood
ascl:2001.011	ExoTETHyS: Exoplanetary transits and eclipsing binaries modeler
ascl:2001.012	MCMCI: Markov Chain Monte Carlo + Isochrones method for characterizing exoplanetary systems
ascl:2001.013	RPPPS: Re-analyzing Pipeline for Parkes Pulsar Survey
ascl:2001.014	Peasoup: C++/CUDA GPU pulsar searching library
ascl:2001.015	gnm: The MCMC Jagger
ascl:2002.001	SDAR: Slow-Down Algorithmic Regularization code for solving few-body problems
ascl:2002.002	RASCAS: Resonant line transfer in AMR simulations
ascl:2002.003	ORIGIN: detectiOn and extRactIon of Galaxy emIssion liNes
ascl:2002.004	triceratops: Candidate exoplanet rating tool
ascl:2002.005	ODUSSEAS: Observing Dwarfs Using Stellar Spectroscopic Energy-Absorption Shapes
ascl:2002.006	ScamPy: Sub-halo Clustering and Abundance Matching Python interface
ascl:2002.007	ProSpect: Spectral generation package
ascl:2002.008	ExoSim: Simulator for predicting signal and noise in transit spectroscopy observations
ascl:2002.009	DASH: Deep Automated Supernova and Host classifier
ascl:2002.010	Apercal: Pipeline for the Westerbork Synthesis Radio Telescope Apertif upgrade
ascl:2002.011	PyHammer: Python spectral typing suite
ascl:2002.012	DMRadon: Radon Transform calculation tools
ascl:2002.013	GWecc: Calculator for pulsar timing array signals due to eccentric supermassive binaries
ascl:2002.014	HaloAnalysis: Read and analyze halo catalogs and merger trees
ascl:2002.015	GizmoAnalysis: Read and analyze Gizmo simulations
ascl:2002.016	Cobra: Bayesian pulsar searching
ascl:2002.017	libstempo: Python wrapper for Tempo2
ascl:2002.018	Bayesfit: Command-line program for combining Tempo2 and MultiNest components
ascl:2002.019	ExoRT: Two-stream radiative transfer code
ascl:2002.020	ExoCAM: Exoplanet Community Atmospheric Model
ascl:2002.021	CR-SISTEM: Symplectic integrator for lunar core-mantle and orbital dynamics
ascl:2002.022	DISKMODs: Accretion Disk Radial Structure Models
ascl:2003.001	TESS-Point: High precision TESS pointing tool
ascl:2003.002	MAGNETAR: Histogram of relative orientation calculator for MHD observations
ascl:2003.003	acorns: Agglomerative Clustering for ORganising Nested Structures
ascl:2003.004	scousepy: Semi-automated multi-COmponent Universal Spectral-line fitting Engine
ascl:2003.005	RHT: Rolling Hough Transform
ascl:2003.006	PORTAL: POlarized Radiative Transfer Adapted to Lines
ascl:2003.007	RAPID: Real-time Automated Photometric IDentification
ascl:2003.008	CoastGuard: Automated timing data reduction pipeline
ascl:2003.009	TOASTER: Times-Of-Arrival Tracker
ascl:2003.010	MARGE: Machine learning Algorithm for Radiative transfer of Generated Exoplanets
ascl:2003.011	HOMER: A Bayesian inverse modeling code
ascl:2003.012	PYSOLATOR: Remove orbital modulation from a binary pulsar and/or its companion
ascl:2003.013	AstroHOG: Analysis correlations using the Histograms of Oriented Gradients
ascl:2003.014	Torch: Coupled gas and N-body dynamics simulator
ascl:2004.001	Locus: Optimized differential photometry
ascl:2004.002	Tangra: Software for video photometry and astrometry
ascl:2004.003	IllinoisGRMHD: GRMHD code for dynamical spacetimes
ascl:2004.004	WD: Wilson-Devinney binary star modeling
ascl:2004.005	PyWD2015: Wilson-Devinney code GUI
ascl:2004.006	ASTRAEUS: Semi-analytical semi-numerical galaxy evolution and reionization code
ascl:2004.007	PyCosmo: Multi-purpose cosmology calculation tool
ascl:2004.008	PPMAP: Column density mapping with extra dimensions
ascl:2004.009	stardate: Measure precise stellar ages
ascl:2004.010	kombine: Kernel-density-based parallel ensemble sampler
ascl:2004.011	FUNDPAR: Deriving FUNDamental PARameters from equivalent widths
ascl:2004.012	ArviZ: Exploratory analysis of Bayesian models
ascl:2004.013	Finesse: Frequency domain INterfErometer Simulation SoftwarE
ascl:2004.014	PyKat: Python interface and tools for Finesse
ascl:2004.015	IRDAP: SPHERE-IRDIS polarimetric data reduction pipeline
ascl:2004.016	PRECISION: Astronomical infrared observations data reduction
ascl:2005.001	RID: Relativistic Image Doubling in water Cherenkov detectors
ascl:2005.002	michi2: SED and SLED fitting tool
ascl:2005.003	RM-Tools: Rotation measure (RM) synthesis and Stokes QU-fitting
ascl:2005.004	REDFIT: Red-noise spectra directly from unevenly spaced time series
ascl:2005.005	RoLo: Calculate radius and potential of the Roche Lobe
ascl:2005.006	FFANCY: Fast Folding Algorithm for pulsar searching
ascl:2005.007	Carpyncho: VVV Catalog browser toolkit
ascl:2005.008	HiFLEx: Echelle data reduction pipeline
ascl:2005.009	s3PCF: Compute the 3-point correlation function in the squeezed limit
ascl:2005.010	NNKCDE: Nearest Neighbor Kernel Conditional Density Estimation
ascl:2005.011	gotetra: Cosmic velocity fields tracking through the use of tetrahedra
ascl:2005.012	2DBAT: 2D Bayesian Automated Tilted-ring fitter
ascl:2005.013	qubefit: MCMC kinematic modeling
ascl:2005.014	FETCH: Fast Extragalactic Transient Candidate Hunter
ascl:2005.015	AMPEL: Alert Management, Photometry, and Evaluation of Light curves
ascl:2005.016	RAPP: Robust Automated Photometry Pipeline
ascl:2005.017	cdetools: Tools for Conditional Density Estimates
ascl:2005.018	RFCDE: Random Forests for Conditional Density Estimation
ascl:2005.019	MCRaT: Monte Carlo Radiation Transfer
ascl:2005.020	HIPSTER: HIgh-k Power Spectrum EstimatoR
ascl:2006.001	HEARSAY: Simulations for the probability of alien contact
ascl:2006.002	PRIISM: Python module for Radio Interferometry Imaging with Sparse Modeling
ascl:2006.003	KinMS: Three-dimensional kinematic modeling of arbitrary gas distributions
ascl:2006.004	2D-FFTLog: Generalized FFTLog algorithm for non-Gaussian covariance matrices
ascl:2006.005	CosmoCov: Configuration space covariances for projected galaxy 2-point statistics
ascl:2006.006	CosmoLike: Cosmological Likelihood analyses
ascl:2006.007	TATTER: Two-sAmple TesT EstimatoR
ascl:2006.008	DeepSphere: Graph-based spherical convolutional neural network for cosmology
ascl:2006.009	AxionNS: Ray-tracing in neutron stars
ascl:2006.010	PRISim: Precision Radio Interferometer Simulator
ascl:2006.011	SERVAL: SpEctrum Radial Velocity AnaLyser
ascl:2006.012	pxf_kin_err: Radial velocity and velocity dispersion uncertainties estimator
ascl:2006.013	JoXSZ: Joint X-ray and SZ fitting for galaxy clusters in Python
ascl:2006.014	CARACal: Containerized Automated Radio Astronomy Calibration pipeline
ascl:2006.015	ARCHI: Add-on pipeline module for background star analysis from CHEOPS data
ascl:2006.016	SPISEA: Stellar Population Interface for Stellar Evolution and Atmospheres
ascl:2006.017	AstroCatR: Time series reconstruction of large-scale astronomical catalogs
ascl:2006.018	Powderday: Dust radiative transfer package
ascl:2006.019	TATOO: Tidal-chronology Age TOOl
ascl:2006.020	GenetIC: Initial conditions generator for cosmological simulations
ascl:2006.021	FAMED: Extraction and mode identification of oscillation frequencies for solar-like pulsators
ascl:2006.022	MCSED: Spectral energy distribution fitting package for galactic systems
ascl:2006.023	deepSIP: deep learning of Supernova Ia Parameters
ascl:2007.001	GProtation: Measuring stellar rotation periods with Gaussian processes
ascl:2007.002	hierArc: Hierarchical analysis of strong gravitational lenses
ascl:2007.003	SPARTA: Subhalo and PARticle Trajectory Analysis
ascl:2007.004	spex_to_xspec: Convert SPEX output to XSPEC input
ascl:2007.005	PeTar: ParticlE Tree & particle-particle & Algorithmic Regularization code for simulating massive star clusters
ascl:2007.006	PoPE: Population Profile Estimator
ascl:2007.007	PSRVoid: Statistical suite for folded pulsar data
ascl:2007.008	MPSolve: Multiprecision Polynomial SOLVEr
ascl:2007.009	polyMV: Multipolar coefficients converter
ascl:2007.010	DarkHistory: Modified cosmic ionization and thermal histories calculator
ascl:2007.011	FleCSPH: Parallel and distributed SPH implementation based on the FleCSI
ascl:2007.012	Line-Stacker: Spectral lines stacking
ascl:2007.013	wdtools: Spectroscopic analysis of white dwarfs
ascl:2007.014	PARS: Paint the Atmospheres of Rotating Stars
ascl:2007.015	MAGI: Initial-condition generator for galactic N-body simulations
ascl:2007.016	ReadPDS: Visualization tools for PDS4 data
ascl:2007.017	SPEX: Spectral Executive
ascl:2007.018	OSPEX: Object Spectral Executive
ascl:2007.019	TROVE: Theoretical ROVibrational Energies
ascl:2007.020	pygwinc: Gravitational Wave Interferometer Noise Calculator
ascl:2007.021	JB2008: Empirical Thermospheric Density Model
ascl:2007.022	SPARTA: SPectroscopic vARiabiliTy Analysis
ascl:2007.023	CosmoGRaPH: Cosmological General Relativity and (Perfect fluid | Particle) Hydrodynamics
ascl:2007.024	CaTffs: Calcium triplet indexes
ascl:2008.001	kinesis: Kinematic modeling of clusters
ascl:2008.002	PhaseTracer: Cosmological phases mapping
ascl:2008.003	KLLR: Kernel Localized Linear Regression
ascl:2008.004	SOT: Spin-Orbit Tomography
ascl:2008.005	PySAP: Python Sparse data Analysis Package
ascl:2008.006	Umbrella: Asteroid detection, validation, and identification
ascl:2008.007	sslf: A simple spectral-line finder
ascl:2008.008	Barry: Modular BAO fitting code
ascl:2008.009	SuperNNova: Photometric classification
ascl:2008.010	zeus: Lightning Fast MCMC
ascl:2008.011	Magnetizer: Computing magnetic fields of evolving galaxies
ascl:2008.012	Ujti: Geodesics in general relativity
ascl:2008.013	SEDBYS: Spectral Energy Distribution Builder for Young Stars
ascl:2008.014	SuperRAENN: Supernova photometric classification pipeline
ascl:2008.015	CMEchaser: Coronal Mass Ejection line-of-sight occultation detector
ascl:2008.016	ParaMonte: Parallel Monte Carlo library
ascl:2008.017	CVXOPT: Convex Optimization
ascl:2008.018	maxsmooth: Derivative constrained function fitting
ascl:2008.019	iFIT: 1D surface photometry code
ascl:2008.020	Eclaire: CUDA-based Library for Astronomical Image REduction
ascl:2008.021	ramses2hsim: RAMSES output to 3D data cube for HSIM
ascl:2008.022	healpy: Python wrapper for HEALPix
ascl:2008.023	DUCC: Distinctly Useful Code Collection
ascl:2008.024	MUSIC2-monofonIC: 3LPT initial condition generator
ascl:2008.025	TRISTAN: TRIdimensional STANford code
ascl:2008.026	TDEmass: Tidal Disruption Event interpretor
ascl:2008.027	HorizonGRound: Relativistic effects in ultra-large-scale clustering
ascl:2009.001	JetSeT: Numerical modeling and SED fitting tool for relativistic jets
ascl:2009.002	vlt-sphere: Automatic VLT/SPHERE data reduction and analysis
ascl:2009.003	oxkat: Semi-automated imaging of MeerKAT observations
ascl:2009.004	ISPy3: Integrated-light Spectroscopy for Python3
ascl:2009.005	CASI-3D: Convolutional Approach to Structure Identification-3D
ascl:2009.006	SPInS: Stellar Parameters INferred Systematically
ascl:2009.007	J plots: Tool for characterizing 2D and 3D structures in the interstellar medium
ascl:2009.008	Paramo: PArticle and RAdiation MOnitor
ascl:2009.009	MADHAT: Gamma-ray emission analyzer
ascl:2009.010	MLG: Microlensing with Gaia
ascl:2009.011	PyWST: WST and RWST for astrophysics
ascl:2009.012	minot: Modeling framework for diffuse components in galaxy clusters
ascl:2009.013	AstroVaDEr: Unsupervised clustering and synthetic image generation
ascl:2009.014	pySpectrum: Power spectrum and bispectrum calculator
ascl:2009.015	rcosmo: Cosmic Microwave Background data analysis
ascl:2009.016	halomod: Flexible interface for the halo model of dark matter halos
ascl:2009.017	CosmoloPy: Cosmology package for Python
ascl:2009.018	CRAC: Cosmology R Analysis Code
ascl:2009.019	FLEET: Finding Luminous and Exotic Extragalactic Transients
ascl:2009.020	cosmoFns: Functions for observational cosmology
ascl:2009.021	Chrono: Multi-physics simulation engine
ascl:2009.022	Harmonia: Hybrid-basis inference for large-scale galaxy clustering
ascl:2009.023	DASTCOM5: JPL small-body data browser
ascl:2009.024	MSL: Mining for Substructure Lenses
ascl:2009.025	Binary-Speckle: Binary or triple star parameters
ascl:2010.001	MBF: MOLSCAT 2020, BOUND, and FIELD for atomic and molecular collisions
ascl:2010.002	GSpec: Gamma-ray Burst Monitor analyzer
ascl:2010.003	stsynphot: synphot for HST and JWST
ascl:2010.004	TACHE: TensoriAl Classification of Hydrodynamic Elements
ascl:2010.005	GRAPUS: GRAvitational instability PopUlation Synthesis
ascl:2010.006	LaSSI: Large-Scale Structure Information
ascl:2010.007	stella: Stellar flares identifier
ascl:2010.008	Exo-DMC: Exoplanet Detection Map Calculator
ascl:2010.009	plancklens: Planck 2018 lensing pipeline
ascl:2010.010	lenspyx: Curved-sky python lensed CMB maps simulation package
ascl:2010.011	ROGER: Automatic classification of galaxies using phase-space information
ascl:2010.012	Astronomaly: Flexible framework for anomaly detection in astronomy
ascl:2010.013	Legolas: Large Eigensystem Generator for One-dimensional pLASmas
ascl:2010.014	Pix2Prof: Deep learning for textraction of useful sequential information from galaxy imagery
ascl:2010.015	relxill: Reflection models of black hole accretion disks
ascl:2011.001	AdaMet: Adaptive Metropolis for Bayesian analysis
ascl:2011.002	CAPTURE: Interferometric pipeline for image creation from GMRT data
ascl:2011.003	Kalkayotl: Inferring distances to stellar clusters from Gaia parallaxes
ascl:2011.004	MCMCDiagnostics: Markov Chain Monte Carlo convergence diagnostics
ascl:2011.005	DarkCapPy: Dark Matter Capture and Annihilation
ascl:2011.006	tlpipe: Data processing pipeline for the Tianlai experiment
ascl:2011.007	DYNAMITE: DYnamics, Age and Metallicity Indicators Tracing Evolution
ascl:2011.008	GOTHIC: Double nuclei galaxy detector
ascl:2011.009	HaloGen: Modular halo model code
ascl:2011.010	ARES: Accelerated Reionization Era Simulations
ascl:2011.011	frbcat: Fast Radio Burst CATalog querying package
ascl:2011.012	wobble: Time-series spectra analyzer
ascl:2011.013	TLC: Tidally Locked Coordinates
ascl:2011.014	SEDkit: Spectral energy distribution construction and analysis tools
ascl:2011.015	EvapMass: Minimum mass of planets predictor
ascl:2011.016	GoFish: Molecular line detections in protoplanetary disks
ascl:2011.017	RRATtrap: Rotating Radio Transient identifier
ascl:2011.018	Clustering: Code for clustering single pulse events
ascl:2011.019	Scintools: Pulsar scintillation data tools
ascl:2011.020	REBOUNDx: Adding effects in REBOUND N-body integrations
ascl:2011.021	HSTCosmicrays: Analyzing cosmic rays in HST calibration data
ascl:2011.022	GPCAL: Instrumental polarization calibration in VLBI data
ascl:2011.023	reproject: Python-based astronomical image reprojection
ascl:2011.024	ACStools: Python tools for Hubble Space Telescope Advanced Camera for Surveys data
ascl:2011.025	PNICER: Extinction estimator
ascl:2011.026	DeepShadows: Finding low-surface-brightness galaxies in survey images
ascl:2011.027	kiauhoku: Stellar model grid interpolation
ascl:2011.028	CWITools: Tools for Cosmic Web Imager data
ascl:2011.029	DarkBit: Dark matter constraints calculator
ascl:2011.030	DDCalc: Dark matter direct detection phenomenology package
ascl:2012.001	getsf: Multi-scale, multi-wavelength sources and filaments extraction
ascl:2012.002	NSCG: NOIRLab Source Catalog Generator
ascl:2012.003	Sengi: Interactive viewer for spectral outputs from stellar population synthesis models
ascl:2012.004	BinaryStarSolver: Orbital elements of binary stars solver
ascl:2012.005	MLC_ELGs: Machine Learning Classifiers for intermediate redshift Emission Line Galaxies
ascl:2012.006	Robovetter: Automatic vetting of Threshold Crossing Events (TCEs)
ascl:2012.007	EOS: Equation of State for planetary impacts
ascl:2012.008	LIFELINE: LIne proFiles in massivE coLliding wInd biNariEs
ascl:2012.009	HydroCode1D: 1D finite volume code
ascl:2012.010	MADLens: Differentiable lensing simulator
ascl:2012.011	Skye: Excess clustering of transit times detection
ascl:2012.012	TRAN_K2: Planetary transit search
